CLM_DTL_ID,CLMT_HIRE_DT,CLMT_JOB_TTL,CLMT_JOB_TYP,CLMT_DISAB_BGN_DT,CLMT_AVG_WKLY_WAGE,WORK_LOC,INDUSTRY,JOB_DESC,WORK_ENVIRONMENT,SUPERVISOR_NAME,REPORTING_CHANNEL,EMPLOYMENT_STATUS
1157,2005-09-05,Mechanic,Full-time,2006-06-12,4676.09,South Melissaside,Finance,Mechanic responsible for various operational tasks.,On-site,Dana Smith,Web,Active
1158,2009-02-24,Nurse,Full-time,2009-12-25,1000.63,Lake Kyleton,Retail,Nurse responsible for various operational tasks.,On-site,Terri Riley,Email,Active
1159,2014-07-09,Cashier,Part-time,2014-07-07,2965.59,Kiarastad,Construction,Cashier responsible for various operational tasks.,On-site,David Johnson,Email,Active
1160,2012-12-25,Office Clerk,Full-time,2013-07-16,6197.91,South Susanton,Hospitality,Office Clerk responsible for various operational tasks.,On-site,Mark Huff,Phone,Active
1161,2017-09-22,Software Engineer,Full-time,2017-11-02,585.42,West Janetborough,Technology,Software Engineer responsible for various operational tasks.,On-site,Kerry Taylor,Email,Active
1162,2016-01-17,Nurse,Full-time,2016-02-01,4907.71,Sharonmouth,Retail,Nurse responsible for various operational tasks.,On-site,Cynthia Hickman,Email,Active
1163,2006-08-03,Software Engineer,Full-time,2007-06-27,1740.28,Josephland,Retail,Software Engineer responsible for various operational tasks.,On-site,Christine Miller,Phone,Terminated
1164,2024-04-23,Security Guard,Full-time,2024-08-10,5936.83,East Garrett,Retail,Security Guard responsible for various operational tasks.,On-site,Jon Miller,Email,Active
1165,2013-02-13,Nurse,Part-time,2013-04-26,1711.98,Evelyntown,Finance,Nurse responsible for various operational tasks.,Hybrid,Karen Jordan,Web,Active
1166,2010-05-21,Cashier,Full-time,2011-01-12,1129.23,West Valerie,Retail,Cashier responsible for various operational tasks.,On-site,Michael Curry,Web,Active
1167,2022-09-25,Sales Associate,Full-time,2023-07-21,1056.85,Lake Deniseport,Healthcare,Sales Associate responsible for various operational tasks.,On-site,Shelia Heath,Phone,Active
1168,2022-06-15,Office Clerk,Full-time,2022-11-02,5442.07,New Davidmouth,Healthcare,Office Clerk responsible for various operational tasks.,On-site,Richard Suarez,Email,Active
1169,2021-04-13,Security Guard,Full-time,2021-09-01,4382.29,Snyderside,Retail,Security Guard responsible for various operational tasks.,Remote,Tamara Gonzalez,Phone,Active
1170,2018-04-18,Mechanic,Full-time,2018-09-07,811.24,Ericborough,Technology,Mechanic responsible for various operational tasks.,On-site,Jessica Schroeder,Phone,Active
1171,2024-09-30,Cashier,Part-time,2024-10-07,4404.28,South Tanya,Manufacturing,Cashier responsible for various operational tasks.,Remote,Tyler Carney,Web,Active
1172,2012-05-11,Cashier,Full-time,2012-06-20,1589.65,Jacobberg,Hospitality,Cashier responsible for various operational tasks.,On-site,John Vasquez,Web,Active
1173,2019-12-11,Nurse,Full-time,2020-08-05,725.15,Melindabury,Manufacturing,Nurse responsible for various operational tasks.,On-site,Brad Reid,Phone,Active
1174,2020-10-12,Warehouse Worker,Full-time,2021-08-30,1336.95,Lake Christineshire,Construction,Warehouse Worker responsible for various operational tasks.,Remote,Sean Santos,Email,Active
1175,2018-07-16,Software Engineer,Full-time,2018-07-30,2008.8,Wiseland,Transportation,Software Engineer responsible for various operational tasks.,Hybrid,Melissa Duke,Web,Active
1176,2023-08-28,Nurse,Full-time,2023-12-28,6685.11,Muellerstad,Construction,Nurse responsible for various operational tasks.,On-site,Morgan Farrell,Email,Active
1177,2016-12-15,Cashier,Full-time,2017-10-31,6137.6,Murphyton,Finance,Cashier responsible for various operational tasks.,On-site,James Davis,Email,Active
1178,2014-10-01,Nurse,Full-time,2015-09-16,6055.85,East Martin,Healthcare,Nurse responsible for various operational tasks.,On-site,Matthew Green,Email,Active
1179,2015-11-12,Software Engineer,Full-time,2016-07-06,7500.81,Ramirezbury,Finance,Software Engineer responsible for various operational tasks.,On-site,Elizabeth Sparks,Email,Active
1180,2020-11-21,Mechanic,Full-time,2021-03-27,2980.95,Stevensmouth,Retail,Mechanic responsible for various operational tasks.,On-site,Lisa Smith,Email,Active
1181,2024-05-05,Cashier,Part-time,2024-05-28,7849.36,Chadside,Hospitality,Cashier responsible for various operational tasks.,Hybrid,David Jordan,Web,Active
1182,2024-11-06,Sales Associate,Full-time,2024-10-30,4349.15,Port Ronaldfurt,Retail,Sales Associate responsible for various operational tasks.,On-site,Scott Harrington,Email,Active
1183,2011-04-13,Security Guard,Full-time,2011-10-10,6286.79,Lake Kevinshire,Construction,Security Guard responsible for various operational tasks.,On-site,Kimberly Burgess,Email,Active
1184,2024-04-04,Software Engineer,Full-time,2024-04-16,2684.7,Avilaton,Retail,Software Engineer responsible for various operational tasks.,On-site,Mitchell Webster,Web,Active
1185,2011-03-16,Mechanic,Full-time,2011-08-14,2492.07,Wardton,Manufacturing,Mechanic responsible for various operational tasks.,On-site,Bethany Cruz,Web,Active
1186,2016-07-22,Software Engineer,Full-time,2017-05-16,2291.79,South Jason,Hospitality,Software Engineer responsible for various operational tasks.,On-site,Ryan Ellis,Web,Active
1187,2018-09-22,Nurse,Full-time,2019-08-22,5021.06,Williamsland,Healthcare,Nurse responsible for various operational tasks.,On-site,Craig Rosales,Email,Active
1188,2021-10-16,Security Guard,Part-time,2022-01-16,3482.97,Samanthaburgh,Construction,Security Guard responsible for various operational tasks.,On-site,William Hall,Email,Active
1189,2017-05-16,Mechanic,Full-time,2017-11-28,5893.84,Lunabury,Hospitality,Mechanic responsible for various operational tasks.,On-site,Mary Montgomery,Email,Active
1190,2008-12-29,Security Guard,Part-time,2009-04-15,4513.4,Alanview,Technology,Security Guard responsible for various operational tasks.,Hybrid,Stephen Turner,Phone,Active
1191,2023-08-02,Security Guard,Full-time,2024-02-22,4641.67,Huffville,Manufacturing,Security Guard responsible for various operational tasks.,On-site,Dustin Stephenson,Email,Active
1192,2009-03-08,Nurse,Full-time,2009-12-05,4109.55,South Kimberlyfort,Healthcare,Nurse responsible for various operational tasks.,On-site,Sarah Golden,Phone,Active
1193,2015-03-02,Warehouse Worker,Full-time,2015-10-30,735.21,Port Robert,Finance,Warehouse Worker responsible for various operational tasks.,Remote,Christina Marshall,Email,Active
1194,2013-03-05,Mechanic,Full-time,2013-11-19,6756.01,East Molly,Transportation,Mechanic responsible for various operational tasks.,On-site,Jeffrey Fleming,Web,Active
1195,2013-05-15,Warehouse Worker,Full-time,2014-02-05,1510.89,West Sheila,Retail,Warehouse Worker responsible for various operational tasks.,On-site,Katherine Moore,Web,Active
1196,2017-09-16,Mechanic,Full-time,2018-09-12,7494.84,Lake Thomashaven,Finance,Mechanic responsible for various operational tasks.,On-site,Bradley Gregory,Web,Active
1197,2022-05-14,Warehouse Worker,Part-time,2023-04-13,5284.48,Austinberg,Healthcare,Warehouse Worker responsible for various operational tasks.,Remote,Marilyn Dudley,Web,Active
1198,2006-11-17,Nurse,Part-time,2007-04-21,2642.2,Lake Veronicaport,Transportation,Nurse responsible for various operational tasks.,Remote,David Thompson,Web,Terminated
1199,2016-01-07,Office Clerk,Full-time,2016-04-08,5163.68,Lake David,Technology,Office Clerk responsible for various operational tasks.,On-site,Emily Jackson,Email,Active
1200,2023-01-19,Software Engineer,Full-time,2023-09-24,6484.57,New Susan,Hospitality,Software Engineer responsible for various operational tasks.,On-site,Tammy Mendoza,Web,Active
1201,2011-07-09,Cashier,Part-time,2011-07-23,1354.59,Marystad,Retail,Cashier responsible for various operational tasks.,Remote,Crystal Bryan,Web,Active
1202,2019-04-25,Mechanic,Full-time,2019-09-17,500.4,Joshuashire,Finance,Mechanic responsible for various operational tasks.,On-site,Troy Thompson,Web,Active
1203,2024-06-19,Nurse,Full-time,2024-10-16,7279.86,Jonesmouth,Healthcare,Nurse responsible for various operational tasks.,On-site,Pamela Dickerson,Email,Active
1204,2020-06-27,Warehouse Worker,Full-time,2021-01-23,6573.41,Millerland,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Jessica Noble,Phone,Active
1205,2022-11-08,Sales Associate,Full-time,2022-11-18,5589.11,South Sara,Retail,Sales Associate responsible for various operational tasks.,Remote,Kevin Ellis,Email,Active
1206,2018-04-01,Sales Associate,Full-time,2019-02-17,7064.07,Jillhaven,Construction,Sales Associate responsible for various operational tasks.,On-site,Steven Roberts,Email,Active
1207,2008-01-16,Warehouse Worker,Full-time,2008-06-04,5756.13,Brandonborough,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Susan Perez,Email,Active
1208,2020-02-04,Security Guard,Full-time,2020-10-18,2311.89,East Stephaniemouth,Manufacturing,Security Guard responsible for various operational tasks.,On-site,Elizabeth Adams,Web,Active
1209,2021-10-31,Office Clerk,Full-time,2022-09-14,2970.62,Christinaport,Hospitality,Office Clerk responsible for various operational tasks.,On-site,Jennifer Smith,Email,Active
1210,2011-02-01,Sales Associate,Part-time,2011-09-04,1197.73,North Madeline,Healthcare,Sales Associate responsible for various operational tasks.,On-site,Meghan Haynes,Web,Active
1211,2010-01-28,Office Clerk,Full-time,2010-08-09,7177.27,New Jasontown,Technology,Office Clerk responsible for various operational tasks.,Hybrid,Sarah Hogan,Web,Terminated
1212,2020-05-22,Office Clerk,Full-time,2021-03-07,6180.97,Richardburgh,Transportation,Office Clerk responsible for various operational tasks.,On-site,Danielle Thompson,Email,Active
1213,2011-08-15,Nurse,Full-time,2012-01-24,1253.98,Jorgetown,Technology,Nurse responsible for various operational tasks.,Hybrid,Sheila Garcia,Web,Active
1214,2016-01-21,Sales Associate,Full-time,2016-03-04,5739.77,East Jeremyton,Construction,Sales Associate responsible for various operational tasks.,On-site,Robyn Prince,Web,Active
1215,2010-08-15,Software Engineer,Full-time,2011-02-07,4168.97,North Thomasfurt,Construction,Software Engineer responsible for various operational tasks.,On-site,Chad Campos,Web,Active
1216,2015-06-15,Office Clerk,Full-time,2015-06-19,2364.02,Port Wesleymouth,Technology,Office Clerk responsible for various operational tasks.,On-site,Katrina Baker,Email,Active
1217,2015-09-24,Security Guard,Full-time,2016-01-22,3177.03,Kennedytown,Healthcare,Security Guard responsible for various operational tasks.,On-site,Meghan Macias,Web,Active
1218,2017-10-02,Mechanic,Full-time,2018-06-04,4301.98,Normanmouth,Healthcare,Mechanic responsible for various operational tasks.,On-site,Mindy Baker,Phone,Active
1219,2010-03-14,Nurse,Full-time,2010-08-11,6239.99,West Catherineport,Healthcare,Nurse responsible for various operational tasks.,On-site,Brenda Wilkinson,Email,Active
1220,2017-08-17,Nurse,Full-time,2017-09-27,2601.01,Port Josephfort,Healthcare,Nurse responsible for various operational tasks.,On-site,Cassandra White,Phone,Active
1221,2015-05-11,Nurse,Part-time,2015-04-28,5477.78,East Amyton,Transportation,Nurse responsible for various operational tasks.,Remote,Vanessa Patterson,Web,Active
1222,2011-02-28,Nurse,Part-time,2011-06-06,7975.04,East Kelly,Hospitality,Nurse responsible for various operational tasks.,On-site,Shawn Rodriguez,Phone,Active
1223,2022-02-20,Warehouse Worker,Part-time,2022-05-18,5327.59,Mathishaven,Technology,Warehouse Worker responsible for various operational tasks.,Remote,Tammy Jones,Email,Active
1224,2021-01-02,Mechanic,Full-time,2021-09-26,4616.31,South Chelsea,Manufacturing,Mechanic responsible for various operational tasks.,On-site,Lisa Garcia,Web,Active
1225,2020-03-12,Nurse,Full-time,2021-01-13,7615.29,Darinfort,Healthcare,Nurse responsible for various operational tasks.,On-site,Madison Clayton,Web,Active
1226,2016-10-16,Mechanic,Full-time,2017-01-23,633.75,Port Ryanfurt,Healthcare,Mechanic responsible for various operational tasks.,On-site,John Wiggins,Web,Active
1227,2017-03-26,Cashier,Full-time,2017-05-31,4212.92,West Eric,Healthcare,Cashier responsible for various operational tasks.,On-site,Jeffrey Wright,Email,Active
1228,2016-12-04,Nurse,Full-time,2017-03-16,6110.26,Port Kerrihaven,Healthcare,Nurse responsible for various operational tasks.,On-site,Elizabeth Harding,Phone,Active
1229,2015-10-08,Cashier,Part-time,2015-10-03,2515.26,Barnetthaven,Finance,Cashier responsible for various operational tasks.,Remote,Debra Wilson,Email,Active
1230,2008-06-18,Security Guard,Full-time,2009-05-12,5016.27,Coxfort,Healthcare,Security Guard responsible for various operational tasks.,On-site,William Nelson,Email,Active
1231,2007-12-16,Office Clerk,Full-time,2008-01-23,3168.84,Watsonmouth,Technology,Office Clerk responsible for various operational tasks.,On-site,Don Morgan,Phone,Active
1232,2017-01-14,Warehouse Worker,Part-time,2017-12-05,3967.71,Jonesborough,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Natasha Lowe,Phone,Active
1233,2021-01-05,Sales Associate,Full-time,2021-12-07,7284.54,New Thomas,Transportation,Sales Associate responsible for various operational tasks.,On-site,Jack White,Email,Active
1234,2008-02-23,Nurse,Full-time,2009-01-21,7297.94,Lopezstad,Healthcare,Nurse responsible for various operational tasks.,On-site,Ricky Wilson,Email,Active
1235,2013-12-23,Nurse,Full-time,2014-11-03,3398.7,Lake Ashleehaven,Healthcare,Nurse responsible for various operational tasks.,On-site,Michael Hawkins,Web,Active
1236,2008-02-04,Sales Associate,Full-time,2008-07-11,3957.27,Lake Jefferyhaven,Technology,Sales Associate responsible for various operational tasks.,On-site,Michelle Holland,Email,Active
1237,2022-06-29,Warehouse Worker,Full-time,2022-12-07,2383.69,South Tonychester,Healthcare,Warehouse Worker responsible for various operational tasks.,On-site,Lori Bowers,Web,Active
1238,2019-11-24,Mechanic,Full-time,2020-02-19,3471.77,East Paul,Healthcare,Mechanic responsible for various operational tasks.,On-site,Henry Whitaker,Email,Active
1239,2016-04-10,Cashier,Full-time,2016-04-14,6410.89,Maryton,Technology,Cashier responsible for various operational tasks.,Hybrid,Dr. Nicole Cherry,Phone,Active
1240,2014-10-06,Office Clerk,Full-time,2015-08-30,1351.05,Lake Coltonchester,Retail,Office Clerk responsible for various operational tasks.,On-site,Linda Malone,Phone,Active
1241,2016-03-27,Nurse,Full-time,2016-09-25,2636.4,New Scott,Healthcare,Nurse responsible for various operational tasks.,On-site,Alec Little,Email,Active
1242,2011-04-17,Sales Associate,Full-time,2011-07-22,2339.79,Davidborough,Manufacturing,Sales Associate responsible for various operational tasks.,On-site,Robert Turner,Email,Active
1243,2007-05-06,Nurse,Part-time,2007-05-09,1066.66,Millerbury,Manufacturing,Nurse responsible for various operational tasks.,Hybrid,Kristin Dominguez,Email,Active
1244,2006-06-11,Mechanic,Full-time,2007-02-06,2734.85,Port Kimberlyton,Retail,Mechanic responsible for various operational tasks.,On-site,Bradley Shaw,Email,Active
1245,2022-10-20,Software Engineer,Part-time,2022-10-10,4511.55,Shepherdstad,Technology,Software Engineer responsible for various operational tasks.,Hybrid,Angelica Collier,Email,Active
1246,2009-01-01,Software Engineer,Full-time,2009-09-30,1028.79,Lake Melissa,Construction,Software Engineer responsible for various operational tasks.,On-site,Susan Baker,Web,Active
1247,2015-09-13,Cashier,Full-time,2016-01-08,5952.35,East Richard,Construction,Cashier responsible for various operational tasks.,On-site,Paula Rojas,Email,Active
1248,2011-08-13,Sales Associate,Full-time,2012-05-18,569.39,Joelborough,Retail,Sales Associate responsible for various operational tasks.,On-site,Jason Branch,Email,Active
1249,2015-01-25,Office Clerk,Full-time,2015-08-19,5651.96,Julieville,Healthcare,Office Clerk responsible for various operational tasks.,On-site,Daniel Simmons,Email,Active
1250,2010-06-11,Cashier,Full-time,2011-01-18,2840.96,Ericview,Retail,Cashier responsible for various operational tasks.,On-site,Jacob Garcia,Phone,Active
1251,2010-11-06,Cashier,Full-time,2011-04-11,4511.01,North Curtiston,Finance,Cashier responsible for various operational tasks.,On-site,Justin Smith,Email,Active
